"KDSATKER","MAX(REVISION_NUMBER)"
"574327",7
"574331",2
"574345",1
"574352",1
"574387",4
"574391",1
"574409",3
"574413",3
"574420",2
"574434",3
"574441",3
"574455",4
"574462",3
"574476",4
"574480",3
"574497",4
"574502",3
"574519",3
"574523",3
"574530",2
"574544",3
"574551",3
"574565",4
"574572",2
"574586",3
"574590",3
"574608",4
"574612",4
"574629",3
"574633",6
"574640",2
"574654",4
"574661",4
"574675",2
"574682",1
"574696",5
"574701",3
"574718",1
"574722",3
"574739",2
"574743",3
"574750",3
"574764",2
"574771",2
"574785",2
"574792",1
"574807",3
"574811",2
"574828",3
"574832",5
"574849",5
"574853",4
"574860",3
"574874",9
"574881",4
"574895",3
"574900",4
"574917",3
"574921",5
"574938",3
"574942",4
"574959",3
"574963",4
"574970",4
"574984",1
"574991",3
"575003",2
"575010",3
"575024",3
"575031",2
"575045",2
"575052",1
"575066",3
"575070",3
"575087",2
"575091",4
"575109",5
"575113",2
"575120",5
"575134",3
"575141",2
"575155",1
"575162",2
"575176",2
"575180",2
"575197",5
"575202",2
"575219",1
"575223",5
"575230",3
"575244",3
"575251",2
"575265",6
"575272",6
"575286",5
"575290",5
"575308",3
"575312",3
"575329",4
"575333",2
"575340",1
"575354",4
"575361",3
"575375",4
"575382",3
"575396",3
"575401",5
"575418",2
"575422",3
"575439",2
"575443",2
"575450",3
"575471",3
"575485",2
"575492",6
"575507",4
"575511",4
"575528",3
"575532",5
"575549",3
"575553",2
"575560",3
"575574",2
"575581",2
"575595",3
"575600",2
"575617",2
"575621",3
"575638",3
"575659",2
"575663",3
"575684",2
"575691",5
"575706",3
"575710",2
"575727",1
"575731",4
"575748",4
"575752",5
"575769",3
"575773",2
"575780",3
"575794",4
"575802",3
"575816",2
"575820",5
"575837",5
"575841",4
"575858",5
"575862",5
"575879",5
"575883",5
"575890",5
"575905",8
"575912",3
"575930",2
"575947",3
"575951",3
"575968",2
"575989",3
"575993",4
"576008",3
"576012",6
"576029",3
"576033",4
"576040",4
"576054",3
"576061",3
"576075",2
"576082",3
"576101",5
"576118",4
"576122",5
"576139",4
"576143",3
"576150",4
"576164",3
"576171",1
"576185",6
"576192",4
"576207",3
"576211",4
"576228",2
"576232",4
"576249",4
"576250",2
"576253",7
"576254",2
"576260",6
"576261",5
"576274",6
"576275",3
"576590",4
"576605",7
"576612",5
"576626",3
"576647",10
"576689",6
"578321",5
"578801",4
"578802",3
"578818",5
"578819",3
"578822",8
"578823",1
"578839",4
"578840",2
"578843",4
"578844",1
"578850",3
"578851",2
"578864",3
"578865",2
"578871",2
"578872",2
"578885",4
"578886",3
"579001",6
"579166",10
"579170",9
"579187",8
"579213",12
"579220",7
"579234",6
"579241",4
"579255",5
"579262",5
"579276",7
"579280",8
"579297",5
"579320",7
"579323",7
"579330",3
"579331",5
"579332",5
"579333",6
"579334",7
"579335",11
"579336",6
"579337",7
"579338",12
"579339",5
"579340",7
"579341",6
"579342",14
"579343",8
"579344",5
"579345",8
"579346",4
"579347",4
"579348",7
"579349",4
"579350",8
"579351",11
"579352",20
"579353",4
"579354",5
"579355",6
"579356",6
"579357",3
"579358",5
"579359",7
"579360",8
"579361",6
"579362",5
"597211",4
"597228",4
"597516",2
"597520",2
"597541",2
"597558",3
"597562",1
"597579",2
"597583",3
"597590",2
"597605",4
"597612",3
"597630",2
"597651",2
"597672",2
"597689",4
"597693",2
"597701",2
"597715",1
"597722",2
"597740",2
"597757",3
"597778",3
"597782",3
"597799",1
"597804",1
"597811",1
"597825",4
"597832",7
"597846",3
"597850",3
"597867",3
"597871",1
"597888",3
"597892",1
"597900",2
"597921",3
"597935",5
"597942",2
"597956",1
"597960",3
"597977",4
"597981",6
"597998",5
"598000",4
"598017",3
"598021",3
"598038",4
"598042",7
"598059",3
"598063",3
"598070",3
"598084",3
"598091",5
"598106",3
"598110",6
"598127",2
"598131",6
"598148",3
"598152",1
"598169",3
"598173",3
"598180",3
"598194",3
"598202",6
"598216",3
"598220",1
"598237",3
"598241",2
"598258",3
"598262",5
"598283",6
"598290",2
"598305",3
"598312",4
"598326",4
"598330",3
"598347",4
"598351",7
"598368",4
"598372",6
"598389",4
"598393",3
"598401",4
"598415",2
"598422",4
"598436",3
"598440",4
"598457",3
"598461",3
"598478",5
"598482",4
"598499",1
"598504",4
"598525",3
"598546",3
"598550",3
"598567",5
"598588",5
"598592",3
"598600",3
"598614",4
"598621",2
"598635",3
"598642",1
"598656",1
"598660",3
"598677",1
"598681",3
"598698",2
"598703",4
"598710",4
"598724",4
"598731",3
"598745",3
"598752",3
"598766",3
"598770",3
"598787",3
"598791",3
"598809",4
"598813",3
"598820",3
"598834",3
"598841",3
"598855",2
"598862",3
"598876",2
"598880",1
"598902",2
"598919",3
"598923",3
"598930",2
"598944",3
"598951",4
"598965",4
"598972",3
"598986",3
"598990",3
"600006",2
"600007",1
"600008",1
"600009",1
"600010",1
"600011",1
"600013",1
"600014",1
"600015",1
"600016",1
"600017",1
"600018",1
"600019",1
"600020",1
"600021",1
"600022",1
"600023",1
"600024",1
"600025",1
"600027",1
"600028",1
"600029",1
"600031",1
"600032",1
"600033",1
"600034",1
"600035",1
"600036",1
"600037",1
"600038",1
"600039",1
"600040",1
"600041",1
"600042",1
"600043",1
"600044",1
"600045",1
"600046",1
"600048",1
"600049",1
"600050",1
"600052",1
"600053",1
"600054",1
"600055",1
"600056",1
"600057",1
"600058",1
"600059",1
"600060",1
"600061",1
"600062",1
"600063",1
"600065",1
"600066",1
"600067",1
"600068",1
"600069",1
"600070",1
"600071",1
"600072",5
"600073",1
"600074",1
"600075",1
"600076",1
"600077",1
"600078",1
"600079",1
"600080",1
"600081",1
"600082",1
"600083",1
"600084",1
"600085",1
"600086",1
"600087",1
"600088",1
"600089",2
"600090",1
"600091",1
"600092",1
"600093",1
"600094",1
"600095",1
"600096",1
"600097",1
"600098",1
"600099",1
"600100",1
"600101",4
"600102",1
"600103",1
"600105",1
"600106",1
"600107",1
"600108",1
"600109",1
"600110",1
"600111",1
"600112",1
"600113",1
"600114",1
"600115",2
"600116",1
"600117",1
"600118",1
"600119",1
"600120",1
"600121",1
"600122",4
"600123",1
"600124",1
"600125",1
"600126",1
"600127",1
"600128",1
"600129",1
"600130",1
"600131",1
"600133",1
"600134",1
"600135",1
"600136",4
"600137",1
"600138",1
"600139",1
"600140",4
"600141",1
"600142",1
"600143",1
"600144",1
"600145",1
"600146",1
"600147",1
"600148",1
"600149",1
"600150",1
"600151",1
"600152",1
"600153",1
"600154",1
"600155",1
"600156",1
"600157",5
"600158",1
"600159",1
"600160",1
"600161",3
"600162",1
"600163",1
"600164",1
"600165",1
"600166",1
"600167",1
"600168",1
"600169",1
"600170",1
"600171",1
"600172",1
"600173",1
"600174",1
"600175",1
"600176",1
"600177",1
"600178",3
"600179",1
"600180",1
"600181",1
"600182",5
"600183",1
"600184",1
"600185",1
"600186",1
"600187",1
"600188",1
"600189",1
"600190",1
"600191",1
"600192",1
"600195",1
"600204",2
"600211",2
"600225",2
"600232",5
"600246",1
"601201",7
"601280",1
"601297",2
"601302",4
"601319",1
"601323",3
"601330",2
"601344",1
"601372",2
"601386",5
"601390",1
"601408",2
"601412",2
"601429",3
"601433",4
"601440",4
"601454",3
"601461",4
"601475",2
"601482",3
"601496",3
"601522",4
"601539",5
"601543",3
"601550",3
"601564",3
"601571",3
"601585",3
"601592",1
"601607",1
"601611",3
"601632",2
"601649",3
"601653",4
"601660",3
"601674",3
"601681",3
"601695",3
"601700",3
"601717",4
"601721",3
"601738",2
"601742",3
"601759",1
"601763",3
"601770",4
"601784",1
"601791",3
"601806",4
"601810",3
"601827",2
"601831",3
"601848",5
"601852",3
"601869",3
"601873",4
"601880",3
"601894",4
"601902",2
"601916",2
"601920",4
"601937",4
"601941",4
"601958",3
"601962",5
"601979",3
"601983",3
"601990",2
"602002",3
"603201",4
"603280",2
"603294",4
"603302",1
"603316",5
"603320",4
"603337",3
"603341",3
"603358",4
"603362",6
"603379",5
"603383",2
"603390",3
"603405",1
"603412",1
"603426",2
"603430",2
"603447",3
"603451",3
"603468",2
"603472",2
"603489",1
"603493",1
"603501",1
"603515",4
"603522",1
"603536",1
"603540",2
"603557",2
"603561",1
"603578",2
"603582",2
"603599",2
"603604",3
"603611",2
"603625",2
"603632",1
"603646",1
"603650",3
"603667",2
"603810",2
"603824",3
"603831",4
"603845",2
"603852",2
"603866",5
"603870",5
"603887",1
"603891",3
"604172",5
"604189",8
"604193",5
"604201",6
"604215",6
"604222",8
"604236",7
"604240",4
"604257",7
"604261",6
"604278",5
"604282",6
"604299",13
"604304",8
"604311",6
"604325",7
"604332",8
"604346",6
"604350",13
"604367",4
"604371",6
"604388",6
"604392",6
"604400",5
"604401",1
"604414",6
"604421",5
"604435",5
"604442",5
"604445",9
"604446",23
"604456",4
"604460",4
"604481",4
"604498",2
"604503",4
"604510",7
"604524",3
"604531",2
"604545",4
"604552",1
"604566",2
"604587",1
"604591",4
"604609",2
"604613",2
"604655",2
"604662",1
"604676",2
"604680",2
"604697",4
"604702",3
"604719",4
"604720",3
"604723",4
"604724",2
"604730",5
"604731",3
"604744",2
"604745",2
"604751",9
"604752",8
"604765",6
"604766",3
"604772",3
"604773",3
"604829",4
"604854",3
"604861",3
"604875",1
"604882",3
"604896",4
"604901",4
"604918",3
"604922",3
"604939",2
"604950",7
"604964",3
"604971",3
"604985",2
"604992",2
"605004",3
"605011",2
"605025",3
"605032",3
"605046",8
"605050",6
"605067",3
"605071",3
"605088",6
"605092",3
"605100",2
"605114",3
"605121",4
"605142",3
"605156",1
"605160",6
"605177",2
"605181",2
"605198",3
"605203",4
"605210",3
"605224",2
"605231",2
"605245",5
"605252",3
"605266",3
"605270",1
"605287",2
"605291",4
"605309",3
"605313",3
"605320",3
"605334",3
"605341",5
"605355",3
"605362",2
"605376",3
"605380",4
"605397",3
"605402",3
"605419",4
"605423",3
"605430",3
"605444",4
"605472",3
"605486",3
"605490",4
"605512",2
"605529",2
"605533",3
"605692",4
"605707",5
"605711",4
"605728",3
"605760",7
"605817",7
"606233",5
"606254",6
"606261",5
"606301",7
"606322",3
"606339",2
"606343",7
"606350",5
"606364",5
"606371",5
"606393",2
"606408",3
"606538",5
"610378",6
"613078",7
"613082",10
"613104",8
"613111",7
"613125",5
"613132",5
"613146",5
"613150",6
"613192",7
"613200",6
"613214",7
"613221",6
"613235",3
"613242",7
"613256",1
"613281",4
"613298",18
"613303",10
"613310",7
"613324",9
"613366",5
"613370",4
"613387",6
"613391",6
"613409",8
"613413",6
"613420",5
"613434",5
"613441",5
"613455",4
"613462",6
"613476",5
"613480",4
"613497",5
"613502",5
"613519",5
"613520",2
"613524",5
"613531",4
"613565",5
"613572",5
"613586",8
"613612",6
"613629",7
"613633",6
"613640",6
"613654",6
"613661",10
"613739",5
"613743",18
"613750",13
"613764",16
"613771",6
"613785",8
"613792",8
"613807",7
"613811",7
"613828",4
"613832",7
"614251",4
"614265",1
"614272",4
"614286",2
"614290",3
"614308",4
"614312",4
"614329",4
"614333",3
"614340",2
"614354",1
"614361",1
"614375",3
"614382",3
"614396",2
"614401",3
"614418",2
"614422",3
"614439",4
"614443",2
"614450",3
"614464",4
"614471",2
"614485",2
"614492",3
"614507",2
"614511",1
"614528",3
"614532",4
"614549",1
"614553",1
"614574",1
"614581",3
"614595",4
"614600",4
"614617",5
"614621",3
"614642",4
"614659",3
"614663",4
"614670",2
"614671",3
"614684",3
"614685",2
"614691",4
"614692",3
"614706",4
"614707",3
"614710",4
"614711",3
"614727",4
"614728",4
"614731",3
"614732",1
"614769",3
"614770",2
"614773",3
"614774",3
"614780",3
"614781",2
"614794",6
"614802",3
"614816",3
"614820",5
"614883",4
"614884",2
"614890",2
"614891",2
"614905",6
"614906",6
"614907",2
"614908",2
"614909",4
"614912",6
"614913",1
"614914",7
"614915",2
"614916",1
"614926",8
"614927",8
"614928",3
"614929",4
"614930",10
"614931",3
"614932",5
"614933",5
"614934",7
"614935",4
"614936",3
"614937",3
"614938",3
"614947",8
"614948",11
"614949",4
"614950",6
"614951",3
"614954",2
"614955",3
"614956",4
"614957",1
"614959",1
"614960",2
"614962",2
"614968",5
"614969",9
"614970",3
"614972",7
"614973",2
"614976",4
"614977",4
"614978",3
"614979",3
"614989",5
"614992",1
"614993",6
"614994",3
"614995",3
"614996",3
"614997",3
"614998",3
"615008",3
"615009",3
"615013",1
"615014",2
"615029",7
"615033",5
"615081",4
"615101",2
"615118",1
"615122",4
"615139",5
"618061",7
"619101",4
"620041",6
"620042",7
"620043",9
"620044",13
"621001",2
"621672",5
"621686",6
"621690",7
"621708",7
"621712",6
"621729",2
"621733",4
"621740",4
"621754",4
"621761",3
"621797",6
"621802",3
"621819",9
"621871",4
"621886",1
"621892",10
"621911",7
"621928",6
"621932",5
"621949",7
"621953",8
"621960",8
"621974",5
"621981",8
"621995",10
"622000",7
"622014",6
"622020",7
"622021",8
"622035",5
"622042",8
"622081",11
"622098",5
"622131",11
"622145",10
"622187",4
"622213",12
"622220",8
"622280",6
"622297",8
"622372",7
"622386",8
"622390",7
"622429",5
"622441",5
"622461",5
"622475",5
"622482",5
"622550",7
"622551",6
"622552",5
"622553",4
"622564",8
"622565",4
"622566",3
"622567",4
"622568",3
"622571",5
"622572",4
"622573",3
"622574",3
"622575",2
"622577",2
"622585",6
"622586",13
"622587",5
"622588",5
"622592",9
"622593",5
"622594",10
"622595",4
"622597",2
"622598",6
"622600",4
"622607",6
"622608",10
"622609",6
"622611",4
"622612",4
"622615",5
"622616",5
"622617",2
"622619",1
"622620",4
"622622",2
"622628",7
"622629",7
"622630",3
"622631",3
"622632",10
"622633",10
"622634",5
"622635",3
"622636",3
"622637",3
"622649",5
"622650",8
"622651",4
"622652",4
"622653",5
"622654",6
"622656",7
"622657",6
"622658",7
"622659",2
"622660",6
"622663",3
"622664",8
"622665",2
"622666",2
"622668",3
"622669",1
"625875",9
"626011",5
"626041",9
"626046",6
"626051",6
"626068",4
"626072",5
"626080",5
"626089",3
"626093",5
"626101",3
"626115",5
"626122",4
"626131",8
"626132",4
"626136",5
"626143",6
"626157",3
"626161",4
"626173",9
"626178",7
"626181",8
"626355",5
"626362",4
"626376",8
"626377",5
"626378",7
"626379",5
"626380",10
"626381",3
"626382",6
"626383",5
"626384",5
"626397",6
"626402",3
"627323",3
"627340",3
"629001",7
"630870",12
"630891",5
"630931",8
"630994",5
"631003",6
"631088",4
"631089",7
"631090",4
"631091",4
"631092",6
"631095",3
"631096",8
"631097",7
"631108",16
"631109",14
"631110",11
"631111",15
"631112",13
"631114",11
"631115",13
"631116",9
"631117",12
"631118",14
"631119",14
"631120",9
"631121",10
"631123",13
"631124",14
"631125",23
"631126",21
"631127",11
"631128",11
"631129",13
"631130",9
"631131",8
"631132",10
"631133",13
"631134",12
"631135",12
"631136",9
"631137",14
"631139",10
"631140",10
"631141",12
"631142",14
"631143",12
"631145",10
"631146",16
"631147",11
"631148",11
"631149",13
"631151",15
"631152",18
"631153",1
"631154",3
"631155",2
"631156",6
"631157",1
"631158",3
"631159",4
"631160",3
"631161",4
"631162",7
"631163",1
"631164",1
"631165",3
"631166",5
"631167",2
"631168",3
"631172",4
"631173",3
"631174",4
"631176",4
"631177",3
"631178",10
"631179",7
"631180",3
"631183",4
"631184",11
"631185",8
"631186",5
"631187",4
"631195",13
"631196",5
"631197",3
"631198",8
"631199",2
"631200",15
"631202",6
"631606",12
"631610",13
"631627",8
"631631",11
"631648",5
"631978",2
"631980",2
"631982",3
"631983",2
"631999",4
"632000",2
"632001",3
"632002",3
"632003",7
"632004",6
"632007",5
"632009",3
"632013",5
"632015",6
"632017",5
"632018",2
"632019",2
"632022",4
"632023",3
"632025",5
"632027",5
"632029",4
"632031",4
"632033",7
"632035",4
"632037",6
"632039",5
"632040",3
"632043",5
"632044",2
"632045",4
"632047",7
"632049",5
"632050",5
"632052",4
"632053",3
"632055",8
"632057",5
"632059",5
"632064",4
"632065",3
"632071",9
"632085",9
"632111",10
"632128",9
"632132",10
"632149",7
"632153",9
"632160",8
"632174",12
"632181",10
"632195",10
"632200",9
"632217",7
"632221",6
"632238",9
"632242",9
"632259",8
"632263",11
"632270",8
"632284",12
"632291",6
"632306",12
"632310",9
"632327",10
"632331",8
"632348",7
"632352",7
"632369",7
"632373",4
"632380",6
"632394",5
"632402",6
"632416",2
"632420",5
"632437",7
"632441",6
"632458",8
"632462",10
"632483",8
"632505",5
"632513",7
"632527",4
"632531",3
"632548",3
"632552",3
"632569",6
"632573",7
"632590",7
"632595",4
"632602",6
"632616",4
"632623",5
"632637",4
"632641",7
"632658",7
"632662",3
"632679",6
"632683",4
"632700",4
